TITLE,PLOT,POSTER,RATING,PEOPLE_RATED,JAPANESE_NAME,EPISODES,STATUS,AIRED,DURATION,POPULARITY,RANKED,CERTIFICATE,MEMBERS,FAVOURITES,PRODUCERS,LICENSORS,GENRE,STUDIOS
Berserk: Ougon Jidai-hen III - Kourin,"The Band of the Hawk has dwindled in the year since Guts left them on his journey to forge his own destiny. Unaware of their fate, Guts returns to the Hawks—now being led by his former ally Casca—after a rumor about them passes his way. Once the saviors of the kingdom of Midland, the Band of the Hawk are now hunted as they desperately fight for their lives while plotting to free their leader, Griffith, after he was imprisoned for committing treason. But the man they save is far from the Griffith they remember. Griffith is a shell of his former charismatic self after a year of continuous, horrific torture. No longer able to walk, speak, or even hold a sword, he has nothing but the small, strange trinket, the Crimson Behelit, that will not leave him. The entire Band of the Hawk want to rise to greatness once more, but how much are they willing to sacrifice to return to their past glory? It doesn't seem possible, but when Griffith's heart darkens and a solar eclipse blackens the sky, the Behelit offers a choice that will leave the Band of the Hawk with a blood-soaked fate that will haunt them for the rest of their days. [Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/12/41305.jpg,8.20,"138,264 users",ベルセルク 黄金時代篇Ⅲ 降臨,1,Finished Airing,"Feb 1, 2013",1 hr. 50 min.,#1054,,R+ - Mild Nudity,"219,059","1,577","VAP,Hakusensha,Movic,Yahoo! Japan,Lucent Pictures Entertainment,Good Smile Company,Beyond C.,KDDI",VIZ Media,"Action,Adventure,Drama,Fantasy,Horror",Studio 4°C
Gyakkyou Burai Kaiji: Hakairoku-hen,"Owing to an increasing debt, Kaiji Itou ends up resuming his old lifestyle. One day, while walking on the street, he stumbles upon Yuuji Endou, who is hunting Kaiji due to the money he owes to the Teiai Group. Unaware of this, Kaiji eagerly follows Endou, hoping for a chance to participate in another gamble, but soon finds out the loan shark's real intentions when he is kidnapped. Given that Kaiji is unable to pay off his huge debt, the Teiai Group instead sends him to work in an underground labor camp. He is told that he will have to live in this hell for 15 years, alongside other debtors, until he can earn his freedom. His only hope to put an early end to this nightmare is by saving enough money to be able to go back to the surface for a single day. Once he is there, he plans to obtain the remaining money needed to settle his account by making a high-stakes wager. However, as many temptations threaten his scarce income, Kaiji may have to resort to gambling sooner than he had expected. [Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/10/30599.jpg,8.25,"104,025 users",逆境無頼カイジ 破戒録篇,26,Finished Airing,"Apr 6, 2011 to Sep 28, 2011",24 min. per ep.,#1203,,R - 17+ (violence & profanity),"189,245","2,690","VAP,Nippon Television Network",Sentai Filmworks,,Madhouse
Hachimitsu to Clover II,"Back from his journey across Japan, Yuuta Takemoto reminisces about his college life so far. He has matured significantly since his second year and is motivated to move forward. Feeling more confident than ever before, he finally confesses to Hagumi Hanamoto, the girl he has been in love with since their first encounter. However, Hagumi has been confused by her attempts to understand the mysterious Shinobu Morita. Hiding behind a playful demeanor, Morita may be the most burdened by his own potential. Meanwhile, Takumi Mayama has become a full-fledged working adult and has landed Ayumi Yamada several pottery orders through his company in an act of friendship. The five youths continue to face individual hardships in academics, work, love, and friendship as they push each other toward the paths that they are destined to walk. [Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/6/11040.jpg,8.20,"53,720 users",ハチミツとクローバー II,12,Finished Airing,"Jun 30, 2006 to Sep 15, 2006",23 min. per ep.,#1927,,PG-13 - Teens 13 or older,"105,407",959,"Dentsu,Genco,Fuji TV,Asmik Ace,Sony Music Entertainment,Shueisha","VIZ Media,Discotek Media","Drama,Romance",J.C.Staff
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru","Nanami Momozono, current land god of Mikage Shrine, and her fox familiar Tomoe have faced many obstacles during their time together, but none so challenging as the one posed by the wealth god Ookuninushi—if Tomoe's wish to be human is granted, he must learn to live as one, and Nanami will have to return to being a human. As the couple look to the future and reflect on their former adventures, Nanami tries to figure out their new living situation as her high school graduation approaches. But no matter the path they choose to walk, Tomoe and Nanami's love will endure. [Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/4/83437.jpg,8.16,"31,581 users",神様はじめました「神様、幸せになる」,1,Finished Airing,"Dec 20, 2016",12 min.,#2647,,PG-13 - Teens 13 or older,"63,172",187,add some,add some,"Comedy,Fantasy,Romance",TMS Entertainment
Kaguya-hime no Monogatari,"Deep in the countryside, a man named Okina works as a bamboo cutter in a forest, chopping away at the hollow plants day after day. One day, he discovers a small baby inside a glowing shoot. He immediately takes her home, convinced that she is a princess sent to Earth as a divine blessing from heaven. Okina and his wife Ouna take it upon themselves to raise the infant as their own, watching over her as she quickly grows into an energetic young girl. Given the name Kaguya, she fits right in with the village she has come to call home, going on adventures with the other children and enjoying what youth has to offer. But when Okina finds a large fortune of gold and treasure in the forest, Kaguya's life is completely changed. Believing this to be yet another gift from heaven, he takes it upon himself to turn his daughter into a real princess using the wealth he has just obtained, relocating the family to a mansion in the capital. As she leaves her friends behind to enter into an unwanted life of royalty, Kaguya's origins and purpose slowly come to light. [Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1935/93606.jpg,8.21,"116,134 users",かぐや姫の物語,1,Finished Airing,"Nov 23, 2013",2 hr. 17 min.,#1043,,R+ - Mild Nudity,"222,691","2,527",add some,GKIDS,"Award Winning,Fantasy",Studio Ghibli
Yuukoku no Moriarty,"During the late 19th century, Great Britain has become the greatest empire the world has ever known. Hidden within its success, the nation's rigid economic hierarchy dictates the value of one's life solely on status and wealth. To no surprise, the system favors the aristocracy at the top and renders it impossible for the working class to ascend the ranks. William James Moriarty, the second son of the Moriarty household, lives as a regular noble while also being a consultant for the common folk to give them a hand and solve their problems. However, deep inside him lies a desire to destroy the current structure that dominates British society and those who benefit from it. Alongside his brothers Albert and Louis, William will do anything it takes to change the filthy world he lives in—even if blood must be spilled. [Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1464/108330.jpg,8.17,"170,049 users",憂国のモリアーティ,11,Finished Airing,"Oct 11, 2020 to Dec 20, 2020",23 min. per ep.,#539,,R - 17+ (violence & profanity),"406,968","6,901","Mainichi Broadcasting System,Shueisha,Yomiuri TV Enterprise,Bandai Namco Arts,Bandai Spirits",Funimation,"Mystery,Suspense",Production I.G
Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,"Animation studio Gainax presented a website for the release of a movie adaptation of the Tengen Toppa Gurren Lagann TV series in the fall of 2008. Both the original director and series script editor will return to work on the new project. Gainax will also be hosting four events to celebrate this occasion at this year's Tokyo International Anime Fair, featuring voice actors from the anime.",https://cdn.myanimelist.net/images/anime/1270/115752.jpg,8.16,"80,156 users",劇場版 天元突破グレンラガン 紅蓮篇,1,Finished Airing,"Sep 6, 2008",1 hr. 52 min.,#1395,,PG-13 - Teens 13 or older,"160,870",403,Aniplex,Aniplex of America,"Action,Sci-Fi",Gainax
Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,"Bundled with limited edition of the 58th Gintama manga volume. The tagline for the bundled anime reads, ""It's time for all the Yorozuya members ...to wake up just one more time."" (Source: MAL News, edited)",https://cdn.myanimelist.net/images/anime/1327/110925.jpg,8.12,"18,061 users",銀魂 〜布団に入ってから拭き残しに気付いて寝るに寝れない時もある〜,1,Finished Airing,"Apr 3, 2015",24 min.,#3377,,PG-13 - Teens 13 or older,"40,364",72,add some,add some,"Action,Comedy,Sci-Fi",Sunrise
Made in Abyss Movie 1: Tabidachi no Yoake,"The movie is a compilation of episodes 1-8 of the 2017 television series with new scenes added for the introduction. It covers the period from when Riko descends into the Abyss with her robot companion Reg, reaching the second layer where they meet the White Whistle Ozen who reveals information about Riko's mother. (Source: Wikipedia)",https://cdn.myanimelist.net/images/anime/1173/95167.jpg,8.16,"47,051 users",劇場版総集編【前編】メイドインアビス 旅立ちの夜明け,1,Finished Airing,"Jan 4, 2019",1 hr. 59 min.,#1713,,R - 17+ (violence & profanity),"123,128",209,"AT-X,Takeshobo,Sony Music Communications,Kadokawa Media House,Cygames,Kanetsu Investment,Kadokawa,Global Solutions,IRMA LA DOUCE",Sentai Filmworks,"Adventure,Drama,Fantasy,Mystery,Sci-Fi",Kinema Citrus
Ginga Eiyuu Densetsu Gaiden,"Ginga Eiyuu Densetsu Gaiden is the first of two OVA adaptations of side stories from the Ginga Eiyuu Densetsu novel series. This first adaptation follows the achievements of Reinhard von Müsel and Siegfried Kircheis of the Galactic Empire before the fateful Battle of Astarte. The Silver-White Valley Reinhard and Kircheis graduate from their military academy and are immediately sent to the frozen frontier planet Kapche-Lanka. Unbeknownst to them, their new superior schemes to kill Reinhard on behalf of a rival of Reinhard's sister Annerose von Grünewald. Dreams of the Morning, Songs of the Night Reinhard and Kircheis are assigned to the Imperial Military Police, where they uncover the corrupt and oppressive practices of the Empire's law enforcement. They are soon ordered to investigate the murder of a student at their alma mater. Dishonor As Reinhard awaits the bestowal of his new title of Count von Lohengramm, he sends Kircheis to the artificial resort satellite Kreuznach III for a vacation. Restless from the lack of work, Kircheis assists the local police with a drug trafficking case related to an attack on a disgraced former Vice Admiral. A Hundred Billion Stars, a Hundred Billion Lights While Reinhard is still a commodore in charge of only a single squadron, he laments the incompetence of his superiors during a battle against the Free Planets Alliance. Amassing military successes under the direct command of Vice Admiral Richard von Grimmelshausen, Reinhard repeatedly clashes with Hermann von Lüneburg, a commodore and former regimental commander of the Alliance's infamous Rosen Ritter. [Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/9/28463.jpg,8.12,"8,741 users",銀河英雄伝説外伝／千億の星、千億の光,24,Finished Airing,"Feb 9, 1998 to Sep 26, 1998",26 min. per ep.,#4376,,R+ - Mild Nudity,"23,612",67,"Kitty Films,Tokuma Shoten,Wright Staff",Sentai Filmworks,"Action,Drama,Sci-Fi",K-Factory
